2024-07-19T10:11:37.458,FE,1C, 0, 0,B9, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,36836,roll,0.03876513,pitch,-0.04458845,yaw,1.142153,rollspeed,0.004207558,pitchspeed,-0.002054102,yawspeed,-0.0004569601,,sig ,Len,36,crc16,27339
2024-07-19T10:11:37.458,FE,20, 0, 0,BA, 1, 1,    8D,mavlink_altitude_t,time_usec,36860466,altitude_monotonic,404.769,altitude_amsl,277.5223,altitude_local,0.4264248,altitude_relative,0.2268938,altitude_terrain,NaN,bottom_clearance,NaN,,sig ,Len,40,crc16,15048
2024-07-19T10:11:37.458,FE, 2, 0, 0,BB, 1, 1,    F5,mavlink_extended_sys_state_t,vtol_state,0,landed_state,1,,sig ,Len,10,crc16,63975
2024-07-19T10:11:37.458,FE,1C, 0, 0,BC, 1, 1,    20,mavlink_local_position_ned_t,time_boot_ms,36859,x,0.3778842,y,0.5320718,z,-0.4264248,vx,0.0345705,vy,0.02242674,vz,-0.06634276,,sig ,Len,36,crc16,52457
2024-07-19T10:11:37.458,FE, E, 0, 0,BD, 1, 1,    1D,mavlink_scaled_pressure_t,time_boot_ms,36812,press_abs,965.57,press_diff,0,temperature,3925,temperature_press_diff,0,,sig ,Len,22,crc16,36539
2024-07-19T10:11:37.458,FE,1F, 0, 0,BE, 1, 1,     1,mavlink_sys_status_t,onboard_control_sensors_present,35717165,onboard_control_sensors_enabled,35717165,onboard_control_sensors_health,570523711,load,263,voltage_battery,16519,current_battery,0,drop_rate_comm,0,errors_comm,0,errors_count1,0,errors_count2,0,errors_count3,0,errors_count4,0,battery_remaining,89,,sig ,Len,39,crc16,5303
2024-07-19T10:11:37.505,FE, 2, 0, 0,C0, 1, 1,    2A,mavlink_mission_current_t,seq,0,total,0,mission_state,0,mission_mode,0,,sig ,Len,10,crc16,45191
2024-07-19T10:11:37.615,FE, 2, 0, 0,C1, 1, 1,    2A,mavlink_mission_current_t,seq,0,total,0,mission_state,0,mission_mode,0,,sig ,Len,10,crc16,12114
2024-07-19T10:11:37.646,FE,20, 0, 0,C2, 1, 1,    1F,mavlink_attitude_quaternion_t,time_boot_ms,37030,q1,0.8407421,q2,0.02830693,q3,-0.008240512,q4,0.5406328,rollspeed,-0.001182096,pitchspeed,-0.0009005829,yawspeed,0.002393906,repr_offset_q,,,sig ,Len,40,crc16,62674
2024-07-19T10:11:37.646,FE,1C, 0, 0,C3, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,37070,roll,0.03877483,pitch,-0.0444487,yaw,1.14205,rollspeed,0.003069856,pitchspeed,0.001226854,yawspeed,-0.002025096,,sig ,Len,36,crc16,9404
